nsentry16_2016_02_24__05h00m00s

Time (Date hh:mm:ss.ms)	 L-Max dB -A 	 LEQ dB -A 	 L-Min dB -A 	
2016/02/24 09:35:15.000	75.245368	73.945306	72.345200	
2016/02/24 09:35:16.000	73.245264	72.445208	71.845158	
2016/02/24 09:35:17.000	77.445438	75.745387	73.345271	
2016/02/24 09:35:18.000	81.345501	79.545479	76.745420	
2016/02/24 09:35:19.000	77.145431	76.445411	75.445376	
2016/02/24 09:35:20.000	80.545493	78.945469	76.145401	
2016/02/24 09:35:21.000	79.445478	72.345200	67.544503	
2016/02/24 09:35:22.000	67.544503	66.344171	65.844004	
2016/02/24 09:35:23.000	66.044073	65.343816	64.943649	
2016/02/24 09:35:24.000	67.844572	67.044376	65.743968	
2016/02/24 09:35:25.000	70.545023	69.844931	69.044807	
2016/02/24 09:35:26.000	71.045079	70.445010	70.144972	
2016/02/24 09:35:27.000	70.545023	70.044959	69.844931	
2016/02/24 09:35:28.000	70.545023	70.144972	69.744917	
2016/02/24 09:35:29.000	70.344998	69.344856	68.744754	
2016/02/24 09:35:30.000	73.845301	71.845158	68.944790	
2016/02/24 09:35:31.000	81.745505	80.045486	74.245322	
2016/02/24 09:35:32.000	79.045471	73.445277	70.545023	
2016/02/24 09:35:33.000	71.645139	70.745046	69.844931	
2016/02/24 09:35:34.000	71.545130	70.845058	70.344998	
2016/02/24 09:35:35.000	71.345110	70.244985	69.544887	
2016/02/24 09:35:36.000	70.144972	69.044807	68.344678	
2016/02/24 09:35:37.000	68.844772	66.644263	64.843604	
2016/02/24 09:35:38.000	64.843604	63.642987	63.142675	
2016/02/24 09:35:39.000	63.943158	63.342804	62.942539	
2016/02/24 09:35:40.000	63.142675	62.442172	62.041847	
2016/02/24 09:35:41.000	63.242740	62.742397	61.741582	
2016/02/24 09:35:42.000	63.342804	62.942539	62.642324	
2016/02/24 09:35:43.000	63.242740	62.842469	62.442172	
2016/02/24 09:35:44.000	63.242740	61.841672	61.140995	
2016/02/24 09:35:45.000	61.241098	60.740556	60.440199	
2016/02/24 09:35:46.000	60.740556	60.039682	59.538967	
2016/02/24 09:35:47.000	60.039682	59.538967	59.038163	
2016/02/24 09:35:48.000	59.739263	59.138331	58.837815	
2016/02/24 09:35:49.000	59.338656	58.737635	58.336871	
2016/02/24 09:35:50.000	59.639116	59.038163	58.737635	
2016/02/24 09:35:51.000	60.139816	59.538967	59.138331	
2016/02/24 09:35:52.000	61.841672	61.241098	59.739263	
2016/02/24 09:35:53.000	62.242013	61.741582	61.040889	
2016/02/24 09:35:54.000	64.543466	63.042608	61.741582	
2016/02/24 09:35:55.000	70.545023	68.944790	64.543466	
2016/02/24 09:35:56.000	78.645464	76.245404	69.944945	
2016/02/24 09:35:57.000	78.945469	76.545414	73.345271	
2016/02/24 09:35:58.000	76.545414	74.445332	72.745230	
2016/02/24 09:35:59.000	79.545479	78.445460	76.745420	
2016/02/24 09:36:00.000	76.345407	71.345110	68.544717	
2016/02/24 09:36:01.000	69.444872	68.544717	67.344454	
2016/02/24 09:36:02.000	76.845422	73.645289	69.544887	
2016/02/24 09:36:03.000	87.045533	85.045526	77.145431	
2016/02/24 09:36:04.000	84.945526	78.445460	76.945425	
2016/02/24 09:36:05.000	78.045452	76.445411	73.845301	
2016/02/24 09:36:06.000	73.745295	71.245100	70.044959	
2016/02/24 09:36:07.000	70.244985	69.344856	68.844772	
2016/02/24 09:36:08.000	70.144972	69.844931	69.444872	
2016/02/24 09:36:09.000	69.944945	69.244840	68.444698	
2016/02/24 09:36:10.000	74.745346	72.545215	70.044959	
2016/02/24 09:36:11.000	77.545441	76.045398	72.945244	
2016/02/24 09:36:12.000	72.945244	68.744754	67.344454	
2016/02/24 09:36:13.000	69.244840	68.244658	67.244428	
2016/02/24 09:36:14.000	72.845237	71.545130	69.444872	
2016/02/24 09:36:15.000	78.345458	76.345407	72.445208	
2016/02/24 09:36:16.000	82.945515	81.545503	78.045452	
2016/02/24 09:36:17.000	84.745525	83.445518	81.745505	
2016/02/24 09:36:18.000	81.745505	78.945469	77.345436	
2016/02/24 09:36:19.000	77.345436	74.945355	73.245264	
2016/02/24 09:36:20.000	73.245264	71.645139	70.945069	
2016/02/24 09:36:21.000	71.145090	69.844931	69.244840	
2016/02/24 09:36:22.000	70.845058	69.744917	68.644736	
2016/02/24 09:36:23.000	70.545023	69.044807	67.944595	
2016/02/24 09:36:24.000	71.945167	70.344998	68.144637	
2016/02/24 09:36:25.000	76.845422	75.645383	72.045175	
2016/02/24 09:36:26.000	74.645342	71.045079	70.344998	
2016/02/24 09:36:27.000	74.445332	72.645223	70.545023	
2016/02/24 09:36:28.000	78.045452	77.345436	74.545337	
2016/02/24 09:36:29.000	82.945515	80.445491	76.545414	
2016/02/24 09:36:30.000	83.345517	81.045498	79.545479	
2016/02/24 09:36:31.000	79.345476	75.845391	74.645342	
2016/02/24 09:36:32.000	82.545512	79.445478	75.345372	
2016/02/24 09:36:33.000	88.245536	86.245531	82.645513	
2016/02/24 09:36:34.000	82.345510	77.945450	76.745420	
2016/02/24 09:36:35.000	79.445478	78.645464	76.745420	
2016/02/24 09:36:36.000	82.245510	80.145488	77.745445	
2016/02/24 09:36:37.000	83.445518	79.345476	76.845422	
2016/02/24 09:36:38.000	79.845483	77.645443	75.445376	
2016/02/24 09:36:39.000	75.345372	73.045251	71.645139	
2016/02/24 09:36:40.000	72.645223	72.145184	71.745149	
2016/02/24 09:36:41.000	72.045175	71.345110	70.845058	
2016/02/24 09:36:42.000	72.445208	72.145184	71.645139	
2016/02/24 09:36:43.000	78.045452	75.845391	72.545215	
2016/02/24 09:36:44.000	78.645464	76.745420	74.045312	
2016/02/24 09:36:45.000	75.445376	74.545337	73.445277	
2016/02/24 09:36:46.000	79.145473	77.945450	75.445376	
2016/02/24 09:36:47.000	82.545512	81.245500	79.245474	
2016/02/24 09:36:48.000	79.945485	74.745346	72.145184	
2016/02/24 09:36:49.000	72.145184	70.645035	69.944945	
2016/02/24 09:36:50.000	71.345110	70.945069	70.244985	
2016/02/24 09:36:51.000	77.345436	74.745346	71.145090	
2016/02/24 09:36:52.000	81.145499	79.645481	76.745420	
2016/02/24 09:36:53.000	76.545414	71.945167	70.044959	
2016/02/24 09:36:54.000	70.044959	69.244840	68.944790	
2016/02/24 09:36:55.000	69.044807	68.244658	67.344454	
2016/02/24 09:36:56.000	68.144637	67.244428	66.444203	
2016/02/24 09:36:57.000	67.544503	66.944349	66.244139	
2016/02/24 09:36:58.000	70.445010	67.544503	65.844004	
2016/02/24 09:36:59.000	70.845058	69.544887	68.344678	
2016/02/24 09:37:00.000	68.744754	66.444203	64.743559	
2016/02/24 09:37:01.000	65.243775	64.343368	63.743045	
2016/02/24 09:37:02.000	64.243317	63.843102	63.242740	
2016/02/24 09:37:03.000	63.843102	63.442866	63.042608	
2016/02/24 09:37:04.000	63.743045	63.342804	62.842469	
2016/02/24 09:37:05.000	63.843102	63.342804	62.842469	
2016/02/24 09:37:06.000	63.542927	63.142675	62.842469	
2016/02/24 09:37:07.000	63.642987	62.742397	62.141931	
2016/02/24 09:37:08.000	65.944039	64.843604	62.842469	
2016/02/24 09:37:09.000	75.245368	71.945167	66.044073	
2016/02/24 09:37:10.000	81.045498	79.145473	75.545380	
2016/02/24 09:37:11.000	75.345372	73.345271	72.045175	
2016/02/24 09:37:12.000	77.345436	75.545380	71.745149	
2016/02/24 09:37:13.000	72.945244	71.345110	70.144972	
2016/02/24 09:37:14.000	80.145488	78.645464	73.045251	
2016/02/24 09:37:15.000	79.245474	77.045428	74.845351	
2016/02/24 09:37:16.000	74.545337	71.345110	69.944945	
2016/02/24 09:37:17.000	70.545023	69.144824	68.044616	
2016/02/24 09:37:18.000	72.045175	70.044959	67.944595	
2016/02/24 09:37:19.000	77.945450	76.945425	72.045175	
2016/02/24 09:37:20.000	77.045428	74.145317	71.545130	
2016/02/24 09:37:21.000	71.245100	69.144824	67.544503	
2016/02/24 09:37:22.000	67.744550	66.544233	65.844004	
2016/02/24 09:37:23.000	65.844004	64.943649	64.543466	
2016/02/24 09:37:24.000	66.444203	65.944039	65.043692	
2016/02/24 09:37:25.000	66.044073	65.343816	64.843604	
2016/02/24 09:37:26.000	65.043692	64.343368	63.442866	
2016/02/24 09:37:27.000	65.443855	64.843604	64.343368	
2016/02/24 09:37:28.000	66.744292	66.244139	65.243775	
2016/02/24 09:37:29.000	66.944349	66.644263	66.344171	
2016/02/24 09:37:30.000	67.344454	66.844321	66.444203	
2016/02/24 09:37:31.000	70.144972	69.244840	67.044376	
2016/02/24 09:37:32.000	73.945306	72.545215	70.044959	
2016/02/24 09:37:33.000	79.445478	77.945450	74.145317	
2016/02/24 09:37:34.000	80.945497	78.645464	74.545337	
2016/02/24 09:37:35.000	80.045486	76.945425	73.545283	
2016/02/24 09:37:36.000	82.145509	80.645494	79.145473	
2016/02/24 09:37:37.000	85.345528	82.345510	78.845468	
2016/02/24 09:37:38.000	86.145530	83.845520	79.745482	
2016/02/24 09:37:39.000	85.545528	82.245510	78.845468	
2016/02/24 09:37:40.000	92.945542	91.645541	85.645529	
2016/02/24 09:37:41.000	89.645538	84.145522	82.945515	
2016/02/24 09:37:42.000	88.845537	87.245534	85.245527	
2016/02/24 09:37:43.000	86.245531	82.245510	80.945497	
2016/02/24 09:37:44.000	82.045508	80.845496	79.545479	
2016/02/24 09:37:45.000	81.245500	78.545462	77.945450	
2016/02/24 09:37:46.000	81.245500	80.245489	78.345458	
2016/02/24 09:37:47.000	80.245489	77.845448	76.445411	
2016/02/24 09:37:48.000	76.645417	75.845391	75.445376	
2016/02/24 09:37:49.000	80.445491	79.145473	75.945394	
2016/02/24 09:37:50.000	79.045471	77.945450	77.045428	
2016/02/24 09:37:51.000	78.345458	75.445376	73.345271	
2016/02/24 09:37:52.000	73.545283	73.045251	72.645223	
2016/02/24 09:37:53.000	76.245404	74.445332	72.545215	
2016/02/24 09:37:54.000	80.645494	78.745466	76.245404	
2016/02/24 09:37:55.000	81.145499	79.345476	76.545414	
2016/02/24 09:37:56.000	76.645417	73.545283	72.145184	
2016/02/24 09:37:57.000	72.245192	71.745149	71.445120	
2016/02/24 09:37:58.000	71.845158	71.445120	70.945069	
2016/02/24 09:37:59.000	71.345110	70.845058	70.344998	
2016/02/24 09:38:00.000	71.045079	70.645035	70.144972	
2016/02/24 09:38:01.000	75.345372	73.645289	71.045079	
2016/02/24 09:38:02.000	76.445411	74.745346	72.745230	
2016/02/24 09:38:03.000	73.245264	72.445208	71.945167	
2016/02/24 09:38:04.000	78.345458	76.845422	73.345271	
2016/02/24 09:38:05.000	78.245456	76.045398	72.645223	
2016/02/24 09:38:06.000	72.745230	69.644902	68.344678	
2016/02/24 09:38:07.000	68.144637	67.344454	66.944349	
2016/02/24 09:38:08.000	68.944790	67.844572	66.944349	
2016/02/24 09:38:09.000	70.244985	69.544887	68.644736	
2016/02/24 09:38:10.000	69.344856	67.944595	67.344454	
2016/02/24 09:38:11.000	68.544717	68.044616	67.644527	
2016/02/24 09:38:12.000	67.544503	67.244428	66.944349	
2016/02/24 09:38:13.000	67.844572	67.544503	67.044376	
2016/02/24 09:38:14.000	68.444698	67.944595	67.544503	
2016/02/24 09:38:15.000	68.244658	66.844321	65.844004	
2016/02/24 09:38:16.000	66.144106	65.944039	65.643931	
2016/02/24 09:38:17.000	68.144637	67.444479	66.344171	
2016/02/24 09:38:18.000	70.745046	69.544887	67.944595	
2016/02/24 09:38:19.000	75.445376	74.045312	70.845058	
2016/02/24 09:38:20.000	75.245368	73.345271	70.945069	
2016/02/24 09:38:21.000	73.945306	70.845058	69.144824	
2016/02/24 09:38:22.000	77.745445	75.545380	70.244985	
2016/02/24 09:38:23.000	77.545441	74.145317	72.345200	
2016/02/24 09:38:24.000	78.345458	75.745387	72.245192	
2016/02/24 09:38:25.000	78.145454	75.145364	72.645223	
2016/02/24 09:38:26.000	76.445411	75.245368	72.445208	
2016/02/24 09:38:27.000	76.345407	74.045312	72.745230	
2016/02/24 09:38:28.000	75.145364	74.245322	72.145184	
2016/02/24 09:38:29.000	75.145364	71.445120	68.944790	
2016/02/24 09:38:30.000	68.744754	66.544233	65.243775	
2016/02/24 09:38:31.000	65.243775	64.343368	63.943158	
2016/02/24 09:38:32.000	64.043212	63.342804	62.942539	
2016/02/24 09:38:33.000	63.542927	62.442172	61.741582	
2016/02/24 09:38:34.000	63.442866	62.942539	62.242013	
2016/02/24 09:38:35.000	65.143734	64.143265	63.142675	
2016/02/24 09:38:36.000	65.944039	65.443855	64.743559	
2016/02/24 09:38:37.000	68.044616	67.444479	66.044073	
2016/02/24 09:38:38.000	69.744917	67.744550	66.844321	
2016/02/24 09:38:39.000	69.944945	68.044616	67.444479	
2016/02/24 09:38:40.000	73.145258	71.045079	68.044616	
2016/02/24 09:38:41.000	82.445511	80.545493	73.145258	
2016/02/24 09:38:42.000	80.845496	74.445332	72.645223	
2016/02/24 09:38:43.000	75.945394	74.345327	72.745230	
2016/02/24 09:38:44.000	79.045471	77.945450	75.945394	
2016/02/24 09:38:45.000	86.945533	83.745520	79.045471	
2016/02/24 09:38:46.000	90.745540	88.345536	83.245517	
2016/02/24 09:38:47.000	82.945515	78.045452	77.445438	
2016/02/24 09:38:48.000	80.245489	78.745466	77.845448	
2016/02/24 09:38:49.000	86.845533	85.045526	80.645494	
2016/02/24 09:38:50.000	81.245500	79.145473	77.945450	
2016/02/24 09:38:51.000	82.145509	80.545493	79.045471	
2016/02/24 09:38:52.000	81.945507	78.745466	77.145431	
2016/02/24 09:38:53.000	82.245510	80.745495	77.445438	
2016/02/24 09:38:54.000	81.245500	78.145454	76.445411	
2016/02/24 09:38:55.000	80.045486	78.845468	76.245404	
2016/02/24 09:38:56.000	77.745445	76.045398	75.245368	
2016/02/24 09:38:57.000	75.345372	73.745295	72.945244	
2016/02/24 09:38:58.000	75.545380	74.245322	73.145258	
2016/02/24 09:38:59.000	81.045498	79.845483	75.545380	
2016/02/24 09:39:00.000	79.345476	76.945425	76.545414	
2016/02/24 09:39:01.000	78.345458	77.645443	77.145431	
2016/02/24 09:39:02.000	87.045533	84.045521	77.445438	
2016/02/24 09:39:03.000	87.045533	83.545519	78.745466	
2016/02/24 09:39:04.000	81.645504	80.645494	78.245456	
2016/02/24 09:39:05.000	82.345510	81.545503	80.945497	
2016/02/24 09:39:06.000	81.045498	79.745482	78.745466	
2016/02/24 09:39:07.000	81.745505	80.345490	78.445460	
2016/02/24 09:39:08.000	81.045498	77.745445	75.045360	
2016/02/24 09:39:09.000	75.045360	73.845301	73.145258	
2016/02/24 09:39:10.000	73.245264	72.145184	71.545130	
2016/02/24 09:39:11.000	71.645139	71.345110	71.045079	
2016/02/24 09:39:12.000	71.845158	71.045079	70.344998	
2016/02/24 09:39:13.000	71.045079	70.645035	70.244985	
2016/02/24 09:39:14.000	71.145090	70.845058	70.244985	
2016/02/24 09:39:15.000	70.545023	70.044959	69.644902	
2016/02/24 09:39:16.000	74.545337	73.045251	70.144972	
2016/02/24 09:39:17.000	75.345372	73.945306	72.245192	
2016/02/24 09:39:18.000	71.945167	69.644902	68.744754	
2016/02/24 09:39:19.000	69.044807	68.044616	67.744550	
2016/02/24 09:39:20.000	68.044616	66.944349	65.743968	
2016/02/24 09:39:21.000	66.244139	64.943649	64.343368	
2016/02/24 09:39:22.000	66.744292	66.044073	65.443855	
2016/02/24 09:39:23.000	66.844321	66.244139	65.844004	
2016/02/24 09:39:24.000	65.944039	64.943649	64.143265	
2016/02/24 09:39:25.000	64.443417	63.542927	62.642324	
2016/02/24 09:39:26.000	63.843102	63.242740	62.542249	
2016/02/24 09:39:27.000	63.943158	63.642987	63.042608	
2016/02/24 09:39:28.000	64.443417	64.143265	63.743045	
2016/02/24 09:39:29.000	65.043692	64.543466	63.943158	
2016/02/24 09:39:30.000	65.143734	64.643513	64.343368	
2016/02/24 09:39:31.000	67.144402	65.844004	64.143265	
2016/02/24 09:39:32.000	72.145184	70.144972	67.144402	
2016/02/24 09:39:33.000	76.445411	75.345372	72.245192	
2016/02/24 09:39:34.000	75.645383	72.245192	69.644902	
2016/02/24 09:39:35.000	70.144972	68.944790	68.244658	
2016/02/24 09:39:36.000	75.045360	73.345271	70.344998	
2016/02/24 09:39:37.000	75.345372	73.845301	72.145184	
2016/02/24 09:39:38.000	71.945167	71.145090	70.545023	
2016/02/24 09:39:39.000	74.445332	73.245264	71.845158	
2016/02/24 09:39:40.000	73.045251	70.244985	68.244658	
2016/02/24 09:39:41.000	68.344678	65.443855	63.743045	
2016/02/24 09:39:42.000	63.642987	63.042608	62.642324	
2016/02/24 09:39:43.000	64.043212	63.142675	62.242013	
2016/02/24 09:39:44.000	62.942539	62.542249	61.941761	
2016/02/24 09:39:45.000	65.844004	64.343368	62.442172	
2016/02/24 09:39:46.000	66.144106	65.844004	65.443855	
2016/02/24 09:39:47.000	68.044616	67.044376	65.043692	
2016/02/24 09:39:48.000	67.744550	66.144106	65.844004	
2016/02/24 09:39:49.000	66.144106	65.844004	65.243775	
2016/02/24 09:39:50.000	67.444479	66.944349	65.944039	
2016/02/24 09:39:51.000	66.944349	65.844004	65.243775	
2016/02/24 09:39:52.000	66.744292	66.144106	65.143734	
2016/02/24 09:39:53.000	68.144637	67.344454	65.944039	
2016/02/24 09:39:54.000	69.844931	69.044807	67.744550	
2016/02/24 09:39:55.000	73.745295	72.145184	69.444872	
2016/02/24 09:39:56.000	77.545441	76.645417	73.745295	
2016/02/24 09:39:57.000	82.545512	81.045498	77.545441	
2016/02/24 09:39:58.000	81.045498	77.745445	76.745420	
2016/02/24 09:39:59.000	81.545503	80.445491	78.745466	
2016/02/24 09:40:00.000	78.545462	76.445411	75.845391	
2016/02/24 09:40:01.000	80.345490	78.945469	75.945394	
2016/02/24 09:40:02.000	79.145473	76.445411	76.045398	
2016/02/24 09:40:03.000	76.045398	74.345327	73.245264	
2016/02/24 09:40:04.000	78.445460	76.345407	73.345271	
2016/02/24 09:40:05.000	78.645464	76.545414	75.945394	
2016/02/24 09:40:06.000	76.445411	74.745346	73.445277	
2016/02/24 09:40:07.000	79.545479	76.245404	72.945244	
2016/02/24 09:40:08.000	82.545512	79.445478	74.845351	
2016/02/24 09:40:09.000	75.645383	74.745346	73.545283	
2016/02/24 09:40:10.000	73.445277	71.845158	71.245100	
2016/02/24 09:40:11.000	75.245368	73.645289	71.345110	
2016/02/24 09:40:12.000	76.345407	75.545380	74.545337	
2016/02/24 09:40:13.000	78.645464	77.045428	74.645342	
2016/02/24 09:40:14.000	79.645481	77.145431	72.745230	
2016/02/24 09:40:15.000	73.145258	72.045175	71.045079	
2016/02/24 09:40:16.000	78.245456	76.545414	73.045251	
2016/02/24 09:40:17.000	77.245433	74.145317	71.645139	
2016/02/24 09:40:18.000	71.645139	70.244985	69.644902	
2016/02/24 09:40:19.000	73.645289	71.745149	69.744917	
2016/02/24 09:40:20.000	81.245500	79.145473	73.945306	
2016/02/24 09:40:21.000	80.145488	77.045428	76.345407	
2016/02/24 09:40:22.000	76.945425	74.845351	73.545283	
2016/02/24 09:40:23.000	73.445277	72.345200	71.645139	
2016/02/24 09:40:24.000	71.645139	70.044959	69.744917	
2016/02/24 09:40:25.000	70.445010	69.644902	69.144824	
2016/02/24 09:40:26.000	70.545023	69.944945	69.344856	
2016/02/24 09:40:27.000	72.745230	71.645139	70.244985	
2016/02/24 09:40:28.000	75.245368	74.545337	72.545215	
2016/02/24 09:40:29.000	74.245322	71.145090	69.344856	
2016/02/24 09:40:30.000	69.344856	68.244658	67.444479	
2016/02/24 09:40:31.000	67.744550	66.544233	65.844004	
2016/02/24 09:40:32.000	66.544233	65.643931	64.943649	
2016/02/24 09:40:33.000	65.143734	64.043212	63.242740	
2016/02/24 09:40:34.000	63.242740	62.642324	62.041847	
2016/02/24 09:40:35.000	62.542249	62.141931	61.741582	
2016/02/24 09:40:36.000	62.842469	62.141931	61.441299	
2016/02/24 09:40:37.000	63.042608	62.342094	61.341200	
2016/02/24 09:40:38.000	63.042608	62.442172	61.741582	
2016/02/24 09:40:39.000	62.942539	62.542249	62.041847	
2016/02/24 09:40:40.000	62.942539	62.542249	62.342094	
2016/02/24 09:40:41.000	63.743045	63.042608	62.242013	
2016/02/24 09:40:42.000	66.944349	65.743968	63.743045	
2016/02/24 09:40:43.000	70.745046	68.644736	66.344171	
2016/02/24 09:40:44.000	83.645519	80.345490	70.845058	
2016/02/24 09:40:45.000	83.845520	79.445478	72.545215	
2016/02/24 09:40:46.000	72.145184	67.744550	66.644263	
2016/02/24 09:40:47.000	67.544503	67.044376	66.244139	
2016/02/24 09:40:48.000	70.945069	68.944790	66.944349	
2016/02/24 09:40:49.000	78.645464	77.045428	71.245100	
2016/02/24 09:40:50.000	79.045471	76.745420	74.345327	
2016/02/24 09:40:51.000	76.345407	75.145364	73.745295	
2016/02/24 09:40:52.000	76.445411	74.345327	72.645223	
2016/02/24 09:40:53.000	74.045312	73.145258	72.245192	
2016/02/24 09:40:54.000	77.145431	75.945394	73.945306	
2016/02/24 09:40:55.000	74.145317	71.845158	70.244985	
2016/02/24 09:40:56.000	70.745046	69.844931	69.044807	
2016/02/24 09:40:57.000	79.945485	76.545414	70.445010	
2016/02/24 09:40:58.000	82.545512	80.545493	78.445460	
2016/02/24 09:40:59.000	78.345458	75.545380	73.045251	
2016/02/24 09:41:00.000	72.945244	70.445010	68.644736	
2016/02/24 09:41:01.000	68.544717	67.244428	66.644263	
2016/02/24 09:41:02.000	67.844572	66.744292	65.844004	
2016/02/24 09:41:03.000	67.744550	66.844321	66.144106	
2016/02/24 09:41:04.000	72.345200	70.645035	67.644527	
2016/02/24 09:41:05.000	78.845468	76.845422	72.345200	
2016/02/24 09:41:06.000	77.945450	75.045360	73.845301	
2016/02/24 09:41:07.000	73.945306	72.645223	71.745149	
2016/02/24 09:41:08.000	78.345458	77.345436	73.645289	
2016/02/24 09:41:09.000	78.145454	75.445376	74.345327	
2016/02/24 09:41:10.000	80.045486	77.645443	74.545337	
2016/02/24 09:41:11.000	80.345490	78.345458	76.245404	
2016/02/24 09:41:12.000	77.945450	76.745420	75.345372	
2016/02/24 09:41:13.000	82.045508	79.445478	77.245433	
2016/02/24 09:41:14.000	88.445536	86.945533	82.245510	
2016/02/24 09:41:15.000	84.045521	78.545462	77.345436	
2016/02/24 09:41:16.000	77.245433	75.545380	74.145317	
2016/02/24 09:41:17.000	74.645342	74.145317	73.745295	
2016/02/24 09:41:18.000	78.045452	77.145431	74.645342	
2016/02/24 09:41:19.000	77.445438	75.045360	73.545283	
2016/02/24 09:41:20.000	77.745445	76.245404	73.645289	
2016/02/24 09:41:21.000	77.145431	74.345327	73.345271	
2016/02/24 09:41:22.000	74.345327	73.945306	73.045251	
2016/02/24 09:41:23.000	76.245404	75.245368	74.145317	
2016/02/24 09:41:24.000	79.945485	78.345458	76.245404	
2016/02/24 09:41:25.000	82.745513	80.645494	76.545414	
2016/02/24 09:41:26.000	77.445438	76.445411	75.345372	
2016/02/24 09:41:27.000	76.645417	74.345327	72.545215	
2016/02/24 09:41:28.000	72.645223	71.245100	70.445010	
2016/02/24 09:41:29.000	73.745295	72.445208	70.745046	
2016/02/24 09:41:30.000	85.245527	82.245510	73.845301	
2016/02/24 09:41:31.000	85.345528	81.245500	78.345458	
2016/02/24 09:41:32.000	78.245456	76.845422	75.745387	
2016/02/24 09:41:33.000	75.945394	73.345271	71.045079	
2016/02/24 09:41:34.000	70.845058	68.444698	67.144402	
2016/02/24 09:41:35.000	68.044616	66.844321	65.944039	
2016/02/24 09:41:36.000	66.244139	65.743968	65.243775	
2016/02/24 09:41:37.000	67.044376	66.444203	65.844004	
2016/02/24 09:41:38.000	67.844572	67.444479	66.344171	
2016/02/24 09:41:39.000	72.645223	70.545023	67.844572	
2016/02/24 09:41:40.000	75.245368	74.445332	72.845237	
2016/02/24 09:41:41.000	72.645223	68.544717	66.544233	
2016/02/24 09:41:42.000	66.344171	64.543466	63.242740	
2016/02/24 09:41:43.000	63.242740	62.242013	61.541395	
2016/02/24 09:41:44.000	61.641490	61.040889	60.640439	
2016/02/24 09:41:45.000	60.640439	60.340074	60.139816	
2016/02/24 09:41:46.000	60.840669	60.340074	60.039682	
2016/02/24 09:41:47.000	61.140995	60.840669	60.340074	
2016/02/24 09:41:48.000	62.542249	61.741582	60.540320	
2016/02/24 09:41:49.000	63.843102	63.242740	62.342094	
2016/02/24 09:41:50.000	65.944039	65.143734	64.043212	
2016/02/24 09:41:51.000	71.645139	69.244840	66.044073	
2016/02/24 09:41:52.000	80.645494	78.845468	71.745149	
2016/02/24 09:41:53.000	79.345476	72.845237	70.745046	
2016/02/24 09:41:54.000	71.545130	70.144972	69.444872	
2016/02/24 09:41:55.000	79.645481	77.245433	71.545130	
2016/02/24 09:41:56.000	80.045486	76.045398	71.645139	
2016/02/24 09:41:57.000	72.645223	71.345110	69.944945	
2016/02/24 09:41:58.000	82.145509	79.145473	72.445208	
2016/02/24 09:41:59.000	82.745513	78.945469	75.845391	
2016/02/24 09:42:00.000	83.945521	81.345501	76.045398	
2016/02/24 09:42:01.000	87.345534	86.145530	84.145522	
2016/02/24 09:42:02.000	83.745520	76.845422	74.045312	
2016/02/24 09:42:03.000	75.045360	71.245100	69.244840	
2016/02/24 09:42:04.000	69.344856	68.344678	67.644527	
2016/02/24 09:42:05.000	69.544887	67.544503	66.144106	
2016/02/24 09:42:06.000	66.244139	65.143734	64.543466	
2016/02/24 09:42:07.000	64.743559	63.542927	63.242740	
2016/02/24 09:42:08.000	63.843102	63.242740	62.942539	
2016/02/24 09:42:09.000	63.743045	63.342804	63.142675	
2016/02/24 09:42:10.000	64.043212	63.542927	62.842469	
2016/02/24 09:42:11.000	65.143734	64.543466	63.342804	
2016/02/24 09:42:12.000	64.843604	64.443417	64.043212	
2016/02/24 09:42:13.000	65.443855	64.943649	64.343368	
2016/02/24 09:42:14.000	65.143734	64.743559	64.243317	
2016/02/24 09:42:15.000	66.444203	66.044073	65.043692	
2016/02/24 09:42:16.000	67.744550	67.444479	66.344171	
2016/02/24 09:42:17.000	68.544717	68.044616	67.544503	
2016/02/24 09:42:18.000	71.945167	70.645035	68.544717	
2016/02/24 09:42:19.000	79.645481	77.945450	72.145184	
2016/02/24 09:42:20.000	79.045471	76.545414	75.945394	
2016/02/24 09:42:21.000	77.445438	76.845422	76.145401	
2016/02/24 09:42:22.000	78.745466	77.745445	76.445411	
2016/02/24 09:42:23.000	81.445502	79.745482	76.945425	
2016/02/24 09:42:24.000	76.745420	76.045398	75.545380	
2016/02/24 09:42:25.000	76.745420	76.345407	75.945394	
2016/02/24 09:42:26.000	77.345436	76.145401	75.145364	
2016/02/24 09:42:27.000	78.845468	77.745445	75.745387	
2016/02/24 09:42:28.000	80.345490	78.745466	76.245404	
2016/02/24 09:42:29.000	76.945425	75.645383	74.545337	
2016/02/24 09:42:30.000	78.045452	77.645443	76.945425	
2016/02/24 09:42:31.000	80.345490	79.445478	77.745445	
2016/02/24 09:42:32.000	77.645443	75.845391	75.245368	
2016/02/24 09:42:33.000	79.645481	78.445460	76.045398	
2016/02/24 09:42:34.000	77.945450	74.745346	73.845301	
2016/02/24 09:42:35.000	73.945306	73.345271	72.845237	
2016/02/24 09:42:36.000	73.045251	72.545215	71.745149	
2016/02/24 09:42:37.000	73.445277	72.545215	72.045175	
2016/02/24 09:42:38.000	74.145317	73.145258	72.345200	
2016/02/24 09:42:39.000	80.445491	78.345458	74.045312	
2016/02/24 09:42:40.000	79.945485	74.945355	73.045251	
2016/02/24 09:42:41.000	73.645289	73.145258	72.645223	
2016/02/24 09:42:42.000	73.545283	73.145258	72.345200	
2016/02/24 09:42:43.000	73.145258	72.345200	71.245100	
